0.5	78.8553117381	78.8553117381
1.0	79.5492644639	79.5492644639
1.5	80.112203331	80.112203331
2.0	80.5687975947	80.5687975947
2.5	80.9390926451	80.9390926451
3.0	81.2393697972	81.2393697972
3.5	81.4828487632	81.4828487632
4.0	81.6802597482	81.6802597482
4.5	81.8403103041	81.8403103041
5.0	81.9700650849	81.9700650849
5.5	82.0752546665	82.0752546665
6.0	82.1605273709	82.1605273709
6.5	82.2296525912	82.2296525912
7.0	82.2856869694	82.2856869694
7.5	82.3311089337	82.3311089337
8.0	82.367927915	82.367927915
8.5	82.3977730156	82.3977730156
9.0	82.4219649431	82.4219649431
9.5	82.4415743572	82.4415743572
10.0	82.457469256	82.457469256
10.5	82.4703533413	82.4703533413
11.0	82.4807969792	82.4807969792
11.5	82.489262462	82.489262462
12.0	82.496124488	82.496124488
12.5	82.5016867608	82.5016867608
13.0	82.5061954435	82.5061954435
13.5	82.5098500638	82.5098500638
14.0	82.5128123509	82.5128123509
14.5	82.5152133794	82.5152133794
15.0	82.5171593984	82.5171593984
15.5	82.518736547	82.518736547
16.0	82.5200146609	82.5200146609
16.5	82.5210503594	82.5210503594
17.0	82.5218904071	82.5218904071
17.5	82.5225712767	82.5225712767
18.0	82.5231231042	82.5231231042
18.5	82.5235703286	82.5235703286
19.0	82.5239327676	82.5239327676
19.5	82.5242264899	82.5242264899
20.0	82.5244645232	82.5244645232
20.5	82.5246574289	82.5246574289
21.0	82.524813768	82.524813768
21.5	82.5249404792	82.5249404792
22.0	82.5250431828	82.5250431828
22.5	82.5251264191	82.5251264191
23.0	82.5251938695	82.5251938695
23.5	82.5252485203	82.5252485203
24.0	82.5252927941	82.5252927941
24.5	82.5253286557	82.5253286557
25.0	82.5253576987	82.5253576987
25.5	82.5253812155	82.5253812155
26.0	82.5254002543	82.5254002543
26.5	82.5254156646	82.5254156646
27.0	82.5254281356	82.5254281356
27.5	82.5254382256	82.5254382256
28.0	82.5254463875	82.5254463875
28.5	82.5254529881	82.5254529881
29.0	82.5254583248	82.5254583248
29.5	82.5254626384	82.5254626384
30.0	82.5254661242	82.5254661242
30.5	82.5254689403	82.5254689403
31.0	82.5254712146	82.5254712146
31.5	82.5254730508	82.5254730508
32.0	82.5254745329	82.5254745329
32.5	82.5254757289	82.5254757289
33.0	82.5254766935	82.5254766935
33.5	82.5254774714	82.5254774714
34.0	82.5254780985	82.5254780985
34.5	82.5254786039	82.5254786039
35.0	82.5254790256	82.5254790256
35.5	82.5182268336	82.5182268336
36.0	82.5123484318	82.5123484318
36.5	82.5075835903	82.5075835903
37.0	82.5037213934	82.5037213934
37.5	82.5005908897	82.5005908897
38.0	82.4980535344	82.4980535344
38.5	82.4959970302	82.4959970302
39.0	82.4943303381	82.4943303381
39.5	82.4929796523	82.4929796523
40.0	82.4918851367	82.4918851367
40.5	82.49099744	82.49099744
41.0	82.4902779501	82.4902779501
41.5	82.4896948208	82.4896948208
42.0	82.4892222267	82.4892222267
42.5	82.4888392263	82.4888392263
43.0	82.48852884	82.48852884
43.5	82.4882773015	82.4882773015
44.0	82.488073451	82.488073451
44.5	82.4879082421	82.4879082421
45.0	82.4877743427	82.4877743427
45.5	82.4876658131	82.4876658131
46.0	82.4875778541	82.4875778541
46.5	82.4875065755	82.4875065755
47.0	82.4874488216	82.4874488216
47.5	82.4874020328	82.4874020328
48.0	82.4873641327	82.4873641327
48.5	82.4873334375	82.4873334375
49.0	82.4873085817	82.4873085817
49.5	82.4872884579	82.4872884579
50.0	82.4120620655	82.4120620655
50.5	82.3510992392	82.3510992392
51.0	82.3016933093	82.3016933093
51.5	82.2616527268	82.2616527268
52.0	82.2292017687	82.2292017687
52.5	82.202901556	82.202901556
53.0	82.1815861021	82.1815861021
53.5	82.1643104606	82.1643104606
54.0	82.1503087654	82.1503087654
54.5	82.1389604113	82.1389604113
55.0	82.12976249	82.12976249
55.5	82.1223074567	82.1223074567
56.0	82.1162650376	82.1162650376
56.5	82.1113675711	82.1113675711
57.0	82.1073981329	82.1073981329
57.5	82.1041809128	82.1041809128
58.0	82.1015734377	82.1015734377
58.5	82.0994602336	82.0994602336
59.0	82.0977476932	82.0977476932
59.5	82.0963599335	82.0963599335
60.0	82.0952354394	82.0952354394
60.5	82.0943235019	82.0943235019
61.0	82.0935844107	82.0935844107
61.5	82.0929854318	82.0929854318
62.0	82.0925000215	82.0925000215
62.5	82.0921066578	82.0921066578
63.0	82.0917878916	82.0917878916
63.5	82.0915295771	82.0915295771
64.0	82.0913202474	82.0913202474
64.5	82.091150608	82.091150608
65.0	82.0910131261	82.0910131261
65.5	82.0909016997	82.0909016997
66.0	82.0908113985	82.0908113985
66.5	82.090738226	82.090738226
67.0	82.0906789407	82.0906789407
67.5	82.0906309136	82.0906309136
68.0	82.0905920122	82.0905920122
68.5	82.0905605074	82.0905605074
69.0	82.0905349968	82.0905349968
69.5	82.0905143436	82.0905143436
70.0	82.0904976258	82.0904976258
70.5	82.0904840961	82.0904840961
71.0	82.0904731488	82.0904731488
71.5	82.0904642927	82.0904642927
72.0	82.0904571301	82.0904571301
72.5	82.0904513384	82.0904513384
73.0	82.0904466563	82.0904466563
73.5	82.0904428723	82.0904428723
74.0	82.0904398148	82.0904398148
74.5	82.0904373451	82.0904373451
75.0	82.0904353507	82.0904353507
75.5	82.0904337406	82.0904337406
76.0	82.0904324411	82.0904324411
76.5	82.0904313927	82.0904313927
77.0	82.090430547	82.090430547
77.5	82.0904298651	82.0904298651
78.0	82.0904293154	82.0904293154
78.5	82.0904288724	82.0904288724
79.0	82.0904285016	82.0904285016
79.5	82.0904282029	82.0904282029
80.0	82.0904279757	82.0904279757
80.5	82.0904277918	82.0904277918
81.0	82.090427643	82.090427643
81.5	82.0904275226	82.0904275226
82.0	82.0904274253	82.0904274253
82.5	82.0904273466	82.0904273466
83.0	82.090427283	82.090427283
83.5	82.0904272316	82.0904272316
84.0	82.0904271901	82.0904271901
84.5	82.0904271565	82.0904271565
85.0	82.0904271303	82.0904271303
